SimFinId,Date,Open,High,Low,Close,Adj. Close,Volume,Dividend,Shares Outstanding,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Operating Income (Loss),Non-Operating Income (Loss),"Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Long Term Investments & Receivables,Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Retained Earnings,Total Equity,Total Liabilities & Equity,Currency,Fiscal Year,Fiscal Period,Report Date,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Change in Accounts Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,IndustryId,End of financial year (month),Number Employees
59265,2019-04-25,130.06,131.37,128.83,129.15,121.99,38033892,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-04-26,129.7,130.52,129.02,129.89,122.69,23654933,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-04-29,129.9,130.18,129.35,129.77,122.58,16324183,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-04-30,129.81,130.7,129.39,130.6,123.36,24166503,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-01,130.53,130.65,127.7,127.88,120.79,26821692,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-02,127.98,128.0,125.52,126.21,119.22,27350161,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-03,127.36,129.43,127.25,128.9,121.76,24911126,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-06,126.39,128.56,126.11,128.15,121.05,24239464,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-07,126.46,127.18,124.22,125.52,118.56,36017661,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-08,125.44,126.37,124.75,125.51,118.55,28418996,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-09,124.29,125.79,123.57,125.5,118.55,27235835,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-10,124.91,127.93,123.82,127.13,120.08,30915084,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-13,124.11,125.55,123.04,123.35,116.51,33944923,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-14,123.87,125.88,123.7,124.73,117.82,25266315,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-15,124.26,126.71,123.7,126.02,119.47,24722708,0.46,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-16,126.75,129.38,126.46,128.93,122.23,30112216,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
59265,2019-05-17,128.31,130.46,127.92,128.07,121.41,25770539,0.0,7662817920.0,125843000000.0,-42910000000.0,82933000000.0,-39974000000.0,-23098000000.0,-16876000000.0,42959000000.0,729000000.0,43688000000.0,43688000000.0,-4448000000.0,39240000000.0,39240000000.0,39240000000.0,133819000000.0,29524000000.0,2063000000.0,175552000000.0,43871961006.0,2649000000.0,71878000000.0,111004000000.0,286556000000.0,15020927832.0,5516000000.0,69420000000.0,73013604106.0,114806000000.0,184226000000.0,78520000000.0,23810000000.0,102330000000.0,286556000000.0,USD,2019.0,FY,2019-06-30,2019-08-01,2021-07-29,7673000000.0,7753000000.0,39240000000.0,11682000000.0,-2603000000.0,3866000000.0,-2812000000.0,597000000.0,232000000.0,5849000000.0,52185000000.0,-13925000000.0,540000000.0,-16448000000.0,-13811000000.0,-4000000000.0,-18401000000.0,-36212000000.0,-590000000.0,101003.0,6.0,166475.0
